0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
21.87,28.19,30.01,34.61,14.22,86.61,74.28,113.08,113.66,102.76,55.17,-33.69,-4.46,18.93,-26.06,40.57,19.68,95.65,36.66,-34.04,-43.11,-85.86,-62.64,-48.28,4.8,92.19,68.35,8.51,-84.98,-88.14,-12.76,-55.31,65.06,32.75,5.48,40.58,-8.03,122.43,118.96,141.55,103.28,5.67,18.82,25.76,31.55,16.33,93.29,80.41,113.46,113.1,107.58,48.05,-23.09,-5.25,13.04,-33.79,26.41,23.91,114.9,19.67,-37.89,-41.83,-106.52,-65.73,-37.14,7.34,99.65,79.07,-14.95,-118.8,-85.38,-30.6,-58.43,65.91,32.81,-2.06,40.71,-29.03,116.19,124.67,137.2,94.47,35.69,29.97,28.12,-2.34,-30.94,-56.65,-73.86
